bar_time,ticks_in_bar,open,high,low,idx_high,idx_low,order,running_hash
2026.07.09 05:02:00,239,1.14258,1.14269,1.14257,231,17,LOW_FIRST,1645319378843368398
2026.07.09 05:03:00,252,1.14268,1.14271,1.14260,213,151,LOW_FIRST,12396320486387264528
2026.07.09 05:04:00,160,1.14267,1.14274,1.14267,72,0,LOW_FIRST,2032619154200630175
2026.07.09 05:05:00,138,1.14268,1.14272,1.14267,99,2,LOW_FIRST,16901355823888834637
2026.07.09 05:06:00,187,1.14269,1.14275,1.14262,56,164,HIGH_FIRST,3014013870079457983
2026.07.09 05:07:00,184,1.14264,1.14274,1.14260,136,29,LOW_FIRST,8825023537486052978
2026.07.09 05:08:00,256,1.14269,1.14284,1.14267,218,4,LOW_FIRST,18390678637441179691
2026.07.09 05:09:00,231,1.14279,1.14280,1.14268,12,217,HIGH_FIRST,4638138340400204580
2026.07.09 05:10:00,168,1.14271,1.14279,1.14267,110,4,LOW_FIRST,14184776133683578630
2026.07.09 05:11:00,174,1.14273,1.14276,1.14269,74,13,LOW_FIRST,1932463132978878008
2026.07.09 05:12:00,149,1.14274,1.14275,1.14263,41,87,HIGH_FIRST,5350515662289644272
2026.07.09 05:13:00,177,1.14267,1.14274,1.14258,168,66,LOW_FIRST,7216985572209973316
2026.07.09 05:14:00,165,1.14272,1.14275,1.14270,32,8,LOW_FIRST,5092264121521259363
2026.07.09 05:15:00,207,1.14273,1.14282,1.14268,181,136,LOW_FIRST,17679413115191911399
2026.07.09 05:16:00,155,1.14278,1.14285,1.14272,27,135,HIGH_FIRST,18337288142237342807
2026.07.09 05:17:00,140,1.14274,1.14278,1.14271,25,98,HIGH_FIRST,17026884756357794928
2026.07.09 05:18:00,140,1.14275,1.14278,1.14274,28,15,LOW_FIRST,6977590989150830503
2026.07.09 05:19:00,92,1.14277,1.14278,1.14272,6,60,HIGH_FIRST,2143959891762330599
2026.07.09 05:20:00,110,1.14273,1.14276,1.14270,4,107,HIGH_FIRST,8755726945348435579
2026.07.09 05:21:00,137,1.14272,1.14272,1.14266,0,54,HIGH_FIRST,3564400291426973919
2026.07.09 05:22:00,130,1.14269,1.14271,1.14266,5,18,HIGH_FIRST,10746864520146731762
2026.07.09 05:23:00,120,1.14269,1.14272,1.14266,6,55,HIGH_FIRST,3293244045478114052
2026.07.09 05:24:00,110,1.14268,1.14271,1.14266,21,57,HIGH_FIRST,1096589626453833575
2026.07.09 05:25:00,109,1.14269,1.14275,1.14266,60,108,HIGH_FIRST,16659565806317452801
2026.07.09 05:26:00,170,1.14268,1.14268,1.14257,0,45,HIGH_FIRST,12407613204387842383
2026.07.09 05:27:00,174,1.14267,1.14273,1.14261,120,18,LOW_FIRST,16905628761936793597
2026.07.09 05:28:00,138,1.14271,1.14275,1.14263,9,66,HIGH_FIRST,962382176777049650
