bar_time,ticks_in_bar,open,high,low,idx_high,idx_low,order,running_hash
2026.07.09 12:55:00,20,1.14294,1.14316,1.14288,15,3,LOW_FIRST,6060082111665115805
2026.07.09 13:00:00,20,1.14308,1.14312,1.14280,2,14,HIGH_FIRST,8956756561391499266
2026.07.09 13:05:00,20,1.14292,1.14296,1.14272,7,11,HIGH_FIRST,6261159381144173590
2026.07.09 13:10:00,20,1.14289,1.14297,1.14281,7,14,HIGH_FIRST,2839585675752191542
2026.07.09 13:15:00,20,1.14292,1.14303,1.14273,11,19,HIGH_FIRST,8683394054112401707
2026.07.09 13:20:00,20,1.14278,1.14287,1.14268,11,19,HIGH_FIRST,6025089231956084294
2026.07.09 13:25:00,20,1.14270,1.14276,1.14262,19,10,LOW_FIRST,16889862589848677021
2026.07.09 13:30:00,20,1.14270,1.14296,1.14261,19,3,LOW_FIRST,695040312011736571
2026.07.09 13:35:00,20,1.14294,1.14318,1.14287,10,19,HIGH_FIRST,5474948251397411591
2026.07.09 13:40:00,20,1.14287,1.14290,1.14269,2,19,HIGH_FIRST,13797301512126625627
2026.07.09 13:45:00,20,1.14274,1.14286,1.14265,10,3,LOW_FIRST,3459635105692983328
2026.07.09 13:50:00,20,1.14280,1.14281,1.14211,2,11,HIGH_FIRST,16537687229934947109
2026.07.09 13:55:00,20,1.14238,1.14240,1.14203,2,10,HIGH_FIRST,9868249988892383888
2026.07.09 14:00:00,20,1.14234,1.14248,1.14220,15,3,LOW_FIRST,4474621043266583438
2026.07.09 14:05:00,20,1.14234,1.14243,1.14220,3,11,HIGH_FIRST,12092694478437551885
2026.07.09 14:10:00,20,1.14241,1.14259,1.14234,19,2,LOW_FIRST,5223140549279307987
2026.07.09 14:15:00,20,1.14258,1.14266,1.14245,2,15,HIGH_FIRST,16810887615551482632
2026.07.09 14:20:00,20,1.14249,1.14255,1.14235,3,10,HIGH_FIRST,12232688808216020426
2026.07.09 14:25:00,20,1.14242,1.14253,1.14231,18,19,HIGH_FIRST,11589874152814241497
2026.07.09 14:30:00,20,1.14235,1.14259,1.14220,19,3,LOW_FIRST,17883917804256520295
2026.07.09 14:35:00,20,1.14258,1.14267,1.14245,19,6,LOW_FIRST,698241372289805963
2026.07.09 14:40:00,20,1.14266,1.14269,1.14252,11,19,HIGH_FIRST,2297590367821234359
2026.07.09 14:45:00,20,1.14257,1.14276,1.14249,10,19,HIGH_FIRST,9543950043013787925
