trade_id,pattern_id,direction,candle_1,candle_2,candle_3,signal_time,entry_time,reference,sweep,rejection,entry,stop,target,theo_lot,capped_lot,final_lot,planned_risk,actual_risk,margin_req,margin_avail,exit_time,exit_price,exit_reason,pnl,R
2481,P2_EURUSD_1720082400,SELL,2024.07.04 08:30:00,2024.07.04 08:35:00,2024.07.04 08:40:00,2024.07.04 08:40:00,2024.07.04 08:45:00,1.07874,1.07877,1.07872,1.07872,1.07882,1.07852,0.43,0.38,0.38,4.34,3.80,409.91,434.49,2024.07.04 08:48:19,1.07882,STOP,-3.80,-1.000
2482,P2_EURUSD_1720083600,SELL,2024.07.04 08:50:00,2024.07.04 08:55:00,2024.07.04 09:00:00,2024.07.04 09:00:00,2024.07.04 09:05:00,1.07887,1.07908,1.07854,1.07855,1.07913,1.07739,0.07,0.07,0.07,4.31,4.06,75.50,430.69,2024.07.04 09:43:19,1.07917,STOP,-4.34,-1.069
2483,P2_EURUSD_1720089300,SELL,2024.07.04 10:25:00,2024.07.04 10:30:00,2024.07.04 10:35:00,2024.07.04 10:35:00,2024.07.04 10:40:00,1.07932,1.07938,1.07936,1.07933,1.07943,1.07913,0.42,0.37,0.37,4.26,3.70,399.35,426.35,2024.07.04 10:40:21,1.07943,STOP,-3.70,-1.000
2484,P2_EURUSD_1720092600,SELL,2024.07.04 11:20:00,2024.07.04 11:25:00,2024.07.04 11:30:00,2024.07.04 11:30:00,2024.07.04 11:35:00,1.07999,1.08030,1.07995,1.07996,1.08035,1.07918,0.10,0.10,0.10,4.23,3.90,108.00,422.65,2024.07.04 17:24:33,1.08036,STOP,-4.00,-1.026
2485,P2_EURUSD_1720114500,SELL,2024.07.04 17:25:00,2024.07.04 17:30:00,2024.07.04 17:35:00,2024.07.04 17:35:00,2024.07.04 17:40:00,1.08037,1.08057,1.08050,1.08050,1.08062,1.08026,0.34,0.34,0.34,4.19,4.08,367.37,418.65,2024.07.04 17:43:16,1.08062,STOP,-4.08,-1.000
2486,P2_EURUSD_1720115400,SELL,2024.07.04 17:40:00,2024.07.04 17:45:00,2024.07.04 17:50:00,2024.07.04 17:50:00,2024.07.04 17:55:00,1.08064,1.08078,1.08076,1.08076,1.08083,1.08062,0.59,0.36,0.36,4.15,2.52,389.07,414.57,2024.07.04 17:55:53,1.08083,STOP,-2.52,-1.000
2487,P1_EURUSD_1720122900,BUY,2024.07.04 19:45:00,2024.07.04 19:50:00,2024.07.04 19:55:00,2024.07.04 19:55:00,2024.07.04 20:00:00,1.08114,1.08100,1.08122,1.08123,1.08095,1.08179,0.14,0.14,0.14,4.12,3.92,151.37,412.05,2024.07.04 23:59:30,1.08093,STOP,-4.20,-1.071
2488,P1_EURUSD_1720137600,BUY,2024.07.04 23:50:00,2024.07.04 23:55:00,2024.07.05 00:00:00,2024.07.05 00:00:00,2024.07.05 00:05:00,1.08113,1.08091,1.08115,1.08133,1.08086,1.08227,0.08,0.08,0.08,4.08,3.76,86.51,407.85,2024.07.05 06:22:53,1.08229,TARGET,7.68,2.043
2489,P1_EURUSD_1720163100,BUY,2024.07.05 06:55:00,2024.07.05 07:00:00,2024.07.05 07:05:00,2024.07.05 07:05:00,2024.07.05 07:10:00,1.08202,1.08196,1.08202,1.08204,1.08191,1.08230,0.31,0.31,0.31,4.16,4.03,335.43,415.53,2024.07.05 09:04:03,1.08230,TARGET,8.06,2.000
2490,P2_EURUSD_1720170300,SELL,2024.07.05 08:55:00,2024.07.05 09:00:00,2024.07.05 09:05:00,2024.07.05 09:05:00,2024.07.05 09:10:00,1.08225,1.08236,1.08230,1.08231,1.08241,1.08211,0.42,0.37,0.37,4.24,3.70,400.45,423.59,2024.07.05 09:15:43,1.08211,TARGET,7.40,2.000
2491,P2_EURUSD_1720172400,SELL,2024.07.05 09:30:00,2024.07.05 09:35:00,2024.07.05 09:40:00,2024.07.05 09:40:00,2024.07.05 09:45:00,1.08238,1.08258,1.08240,1.08227,1.08263,1.08155,0.11,0.11,0.11,4.31,3.96,119.05,430.99,2024.07.05 10:39:11,1.08263,STOP,-3.96,-1.000
2492,P1_EURUSD_1720178400,BUY,2024.07.05 11:10:00,2024.07.05 11:15:00,2024.07.05 11:20:00,2024.07.05 11:20:00,2024.07.05 11:25:00,1.08246,1.08227,1.08252,1.08253,1.08222,1.08315,0.13,0.13,0.13,4.27,4.03,140.73,427.03,2024.07.05 13:18:04,1.08317,TARGET,8.32,2.065
2493,P2_EURUSD_1720185600,SELL,2024.07.05 13:10:00,2024.07.05 13:15:00,2024.07.05 13:20:00,2024.07.05 13:20:00,2024.07.05 13:25:00,1.08289,1.08318,1.08287,1.08287,1.08323,1.08215,0.12,0.12,0.12,4.35,4.32,129.94,435.35,2024.07.05 14:04:49,1.08215,TARGET,8.64,2.000
2494,P1_EURUSD_1720188600,BUY,2024.07.05 14:00:00,2024.07.05 14:05:00,2024.07.05 14:10:00,2024.07.05 14:10:00,2024.07.05 14:15:00,1.08213,1.08206,1.08233,1.08233,1.08201,1.08297,0.13,0.13,0.13,4.44,4.16,140.70,443.99,2024.07.05 14:50:13,1.08201,STOP,-4.16,-1.000
2495,P1_EURUSD_1720191600,BUY,2024.07.05 14:50:00,2024.07.05 14:55:00,2024.07.05 15:00:00,2024.07.05 15:00:00,2024.07.05 15:05:00,1.08191,1.08182,1.08211,1.08214,1.08177,1.08288,0.11,0.11,0.11,4.40,4.07,119.04,439.83,2024.07.05 15:30:03,1.08118,STOP,-10.56,-2.595
2496,P1_EURUSD_1720198500,BUY,2024.07.05 16:45:00,2024.07.05 16:50:00,2024.07.05 16:55:00,2024.07.05 16:55:00,2024.07.05 17:00:00,1.08210,1.08142,1.08192,1.08193,1.08137,1.08305,0.07,0.07,0.07,4.29,3.92,75.74,429.27,2024.07.05 17:03:17,1.08137,STOP,-3.92,-1.000
2497,P2_EURUSD_1720200900,SELL,2024.07.05 17:25:00,2024.07.05 17:30:00,2024.07.05 17:35:00,2024.07.05 17:35:00,2024.07.05 17:40:00,1.08195,1.08247,1.08217,1.08217,1.08252,1.08147,0.12,0.12,0.12,4.25,4.20,129.86,425.35,2024.07.05 17:42:09,1.08252,STOP,-4.20,-1.000
2498,P2_EURUSD_1720204200,SELL,2024.07.05 18:20:00,2024.07.05 18:25:00,2024.07.05 18:30:00,2024.07.05 18:30:00,2024.07.05 18:35:00,1.08277,1.08289,1.08288,1.08289,1.08294,1.08279,0.84,0.36,0.36,4.21,1.80,389.84,421.15,2024.07.05 18:35:02,1.08294,STOP,-1.80,-1.000
2499,P1_EURUSD_1720209000,BUY,2024.07.05 19:40:00,2024.07.05 19:45:00,2024.07.05 19:50:00,2024.07.05 19:50:00,2024.07.05 19:55:00,1.08244,1.08234,1.08234,1.08235,1.08229,1.08247,0.69,0.36,0.36,4.19,2.16,389.65,419.35,2024.07.05 19:58:25,1.08249,TARGET,5.04,2.333
2500,P2_EURUSD_1720214400,SELL,2024.07.05 21:10:00,2024.07.05 21:15:00,2024.07.05 21:20:00,2024.07.05 21:20:00,2024.07.05 21:25:00,1.08301,1.08314,1.08306,1.08305,1.08319,1.08277,0.30,0.30,0.30,4.24,4.20,324.92,424.39,2024.07.05 21:25:53,1.08320,STOP,-4.50,-1.071
2501,P2_EURUSD_1720215300,SELL,2024.07.05 21:25:00,2024.07.05 21:30:00,2024.07.05 21:35:00,2024.07.05 21:35:00,2024.07.05 21:40:00,1.08328,1.08331,1.08321,1.08321,1.08336,1.08291,0.27,0.27,0.27,4.20,4.05,292.47,419.89,2024.07.05 21:42:24,1.08336,STOP,-4.05,-1.000
2502,P2_EURUSD_1720218600,SELL,2024.07.05 22:20:00,2024.07.05 22:25:00,2024.07.05 22:30:00,2024.07.05 22:30:00,2024.07.05 22:35:00,1.08406,1.08420,1.08414,1.08414,1.08425,1.08392,0.37,0.37,0.37,4.16,4.07,401.13,415.84,2024.07.05 22:43:41,1.08426,STOP,-4.44,-1.091
2503,P1_EURUSD_1720397100,BUY,2024.07.05 23:55:00,2024.07.08 00:00:00,2024.07.08 00:05:00,2024.07.08 00:05:00,2024.07.08 00:10:00,1.08363,1.08002,1.08048,1.08103,1.07997,1.08315,0.03,0.03,0.03,4.11,3.18,32.43,411.40,2024.07.08 01:05:32,1.08316,TARGET,6.39,2.009
2504,P2_EURUSD_1720401000,SELL,2024.07.08 01:00:00,2024.07.08 01:05:00,2024.07.08 01:10:00,2024.07.08 01:10:00,2024.07.08 01:15:00,1.08311,1.08327,1.08283,1.08289,1.08332,1.08203,0.09,0.09,0.09,4.18,3.87,97.46,417.79,2024.07.08 03:42:56,1.08202,TARGET,7.83,2.023
2505,P1_EURUSD_1720410600,BUY,2024.07.08 03:40:00,2024.07.08 03:45:00,2024.07.08 03:50:00,2024.07.08 03:50:00,2024.07.08 03:55:00,1.08201,1.08196,1.08207,1.08208,1.08191,1.08242,0.25,0.25,0.25,4.26,4.25,270.52,425.62,2024.07.08 04:13:28,1.08242,TARGET,8.50,2.000
2506,P2_EURUSD_1720412400,SELL,2024.07.08 04:10:00,2024.07.08 04:15:00,2024.07.08 04:20:00,2024.07.08 04:20:00,2024.07.08 04:25:00,1.08242,1.08262,1.08251,1.08250,1.08267,1.08216,0.25,0.25,0.25,4.34,4.25,270.63,434.12,2024.07.08 04:32:45,1.08267,STOP,-4.25,-1.000
2507,P2_EURUSD_1720413600,SELL,2024.07.08 04:30:00,2024.07.08 04:35:00,2024.07.08 04:40:00,2024.07.08 04:40:00,2024.07.08 04:45:00,1.08270,1.08294,1.08280,1.08279,1.08299,1.08239,0.21,0.21,0.21,4.30,4.20,227.39,429.87,2024.07.08 05:15:09,1.08299,STOP,-4.20,-1.000
2508,P2_EURUSD_1720420800,SELL,2024.07.08 06:30:00,2024.07.08 06:35:00,2024.07.08 06:40:00,2024.07.08 06:40:00,2024.07.08 06:45:00,1.08348,1.08362,1.08342,1.08342,1.08367,1.08292,0.17,0.17,0.17,4.26,4.25,184.18,425.67,2024.07.08 07:10:07,1.08292,TARGET,8.50,2.000
2509,P1_EURUSD_1720427100,BUY,2024.07.08 08:15:00,2024.07.08 08:20:00,2024.07.08 08:25:00,2024.07.08 08:25:00,2024.07.08 08:30:00,1.08249,1.08236,1.08247,1.08249,1.08231,1.08285,0.24,0.24,0.24,4.34,4.32,259.80,434.17,2024.07.08 08:37:03,1.08231,STOP,-4.32,-1.000
2510,P1_EURUSD_1720428900,BUY,2024.07.08 08:45:00,2024.07.08 08:50:00,2024.07.08 08:55:00,2024.07.08 08:55:00,2024.07.08 09:00:00,1.08215,1.08211,1.08223,1.08231,1.08206,1.08281,0.17,0.17,0.17,4.30,4.25,183.99,429.85,2024.07.08 09:03:18,1.08203,STOP,-4.76,-1.120
2511,P1_EURUSD_1720430100,BUY,2024.07.08 09:05:00,2024.07.08 09:10:00,2024.07.08 09:15:00,2024.07.08 09:15:00,2024.07.08 09:20:00,1.08179,1.08159,1.08172,1.08175,1.08154,1.08217,0.20,0.20,0.20,4.25,4.20,216.35,425.09,2024.07.08 09:27:40,1.08154,STOP,-4.20,-1.000
2512,P2_EURUSD_1720431900,SELL,2024.07.08 09:35:00,2024.07.08 09:40:00,2024.07.08 09:45:00,2024.07.08 09:45:00,2024.07.08 09:50:00,1.08244,1.08289,1.08239,1.08240,1.08294,1.08132,0.07,0.07,0.07,4.21,3.78,75.77,420.89,2024.07.08 10:16:54,1.08299,STOP,-4.13,-1.093
2513,P2_EURUSD_1720434300,SELL,2024.07.08 10:15:00,2024.07.08 10:20:00,2024.07.08 10:25:00,2024.07.08 10:25:00,2024.07.08 10:30:00,1.08300,1.08327,1.08304,1.08304,1.08332,1.08248,0.14,0.14,0.14,4.17,3.92,151.63,416.76,2024.07.08 10:31:09,1.08332,STOP,-3.92,-1.000
2514,P2_EURUSD_1720435800,SELL,2024.07.08 10:40:00,2024.07.08 10:45:00,2024.07.08 10:50:00,2024.07.08 10:50:00,2024.07.08 10:55:00,1.08352,1.08381,1.08351,1.08352,1.08386,1.08284,0.12,0.12,0.12,4.13,4.08,130.02,412.84,2024.07.08 11:02:16,1.08386,STOP,-4.08,-1.000
2515,P2_EURUSD_1720437300,SELL,2024.07.08 11:05:00,2024.07.08 11:10:00,2024.07.08 11:15:00,2024.07.08 11:15:00,2024.07.08 11:20:00,1.08407,1.08423,1.08381,1.08381,1.08428,1.08287,0.08,0.08,0.08,4.09,3.76,86.70,408.76,2024.07.08 11:44:33,1.08428,STOP,-3.76,-1.000
2516,P1_EURUSD_1720440300,BUY,2024.07.08 11:55:00,2024.07.08 12:00:00,2024.07.08 12:05:00,2024.07.08 12:05:00,2024.07.08 12:10:00,1.08377,1.08360,1.08375,1.08375,1.08355,1.08415,0.20,0.20,0.20,4.05,4.00,216.75,405.00,2024.07.08 12:29:05,1.08415,TARGET,8.00,2.000
2517,P2_EURUSD_1720441800,SELL,2024.07.08 12:20:00,2024.07.08 12:25:00,2024.07.08 12:30:00,2024.07.08 12:30:00,2024.07.08 12:35:00,1.08397,1.08417,1.08396,1.08397,1.08422,1.08347,0.16,0.16,0.16,4.13,4.00,173.44,413.00,2024.07.08 13:07:10,1.08347,TARGET,8.00,2.000
2518,P1_EURUSD_1720444200,BUY,2024.07.08 13:00:00,2024.07.08 13:05:00,2024.07.08 13:10:00,2024.07.08 13:10:00,2024.07.08 13:15:00,1.08359,1.08326,1.08367,1.08367,1.08321,1.08459,0.09,0.09,0.09,4.21,4.14,97.53,421.00,2024.07.08 13:37:00,1.08313,STOP,-4.86,-1.174
2519,P2_EURUSD_1720452600,SELL,2024.07.08 15:20:00,2024.07.08 15:25:00,2024.07.08 15:30:00,2024.07.08 15:30:00,2024.07.08 15:35:00,1.08394,1.08415,1.08415,1.08415,1.08420,1.08405,0.83,0.36,0.36,4.16,1.80,390.29,416.14,2024.07.08 15:35:36,1.08420,STOP,-1.80,-1.000
2520,P2_EURUSD_1720454400,SELL,2024.07.08 15:50:00,2024.07.08 15:55:00,2024.07.08 16:00:00,2024.07.08 16:00:00,2024.07.08 16:05:00,1.08431,1.08446,1.08434,1.08435,1.08451,1.08403,0.25,0.25,0.25,4.14,4.00,271.09,414.34,2024.07.08 16:08:30,1.08403,TARGET,8.00,2.000
2521,P1_EURUSD_1720457100,BUY,2024.07.08 16:35:00,2024.07.08 16:40:00,2024.07.08 16:45:00,2024.07.08 16:45:00,2024.07.08 16:50:00,1.08397,1.08383,1.08399,1.08400,1.08378,1.08444,0.19,0.19,0.19,4.22,4.18,205.96,422.34,2024.07.08 17:08:13,1.08444,TARGET,8.36,2.000
2522,P1_EURUSD_1720460100,BUY,2024.07.08 17:25:00,2024.07.08 17:30:00,2024.07.08 17:35:00,2024.07.08 17:35:00,2024.07.08 17:40:00,1.08379,1.08359,1.08386,1.08385,1.08354,1.08447,0.13,0.13,0.13,4.31,4.03,140.90,430.70,2024.07.08 17:47:09,1.08354,STOP,-4.03,-1.000
2523,P1_EURUSD_1720461300,BUY,2024.07.08 17:45:00,2024.07.08 17:50:00,2024.07.08 17:55:00,2024.07.08 17:55:00,2024.07.08 18:00:00,1.08348,1.08332,1.08347,1.08349,1.08327,1.08393,0.19,0.19,0.19,4.27,4.18,205.86,426.67,2024.07.08 18:04:46,1.08324,STOP,-4.75,-1.136
2524,P1_EURUSD_1720461900,BUY,2024.07.08 17:55:00,2024.07.08 18:00:00,2024.07.08 18:05:00,2024.07.08 18:05:00,2024.07.08 18:10:00,1.08322,1.08314,1.08338,1.08336,1.08309,1.08390,0.15,0.15,0.15,4.22,4.05,162.50,421.92,2024.07.08 19:12:33,1.08309,STOP,-4.05,-1.000
2525,P1_EURUSD_1720466400,BUY,2024.07.08 19:10:00,2024.07.08 19:15:00,2024.07.08 19:20:00,2024.07.08 19:20:00,2024.07.08 19:25:00,1.08306,1.08287,1.08300,1.08302,1.08282,1.08342,0.20,0.20,0.20,4.18,4.00,216.60,417.87,2024.07.08 21:16:16,1.08282,STOP,-4.00,-1.000
2526,P1_EURUSD_1720473300,BUY,2024.07.08 21:05:00,2024.07.08 21:10:00,2024.07.08 21:15:00,2024.07.08 21:15:00,2024.07.08 21:20:00,1.08289,1.08284,1.08296,1.08300,1.08279,1.08342,0.19,0.19,0.19,4.14,3.99,205.77,413.87,2024.07.08 21:33:46,1.08278,STOP,-4.18,-1.048
2527,P1_EURUSD_1720475100,BUY,2024.07.08 21:35:00,2024.07.08 21:40:00,2024.07.08 21:45:00,2024.07.08 21:45:00,2024.07.08 21:50:00,1.08265,1.08234,1.08244,1.08244,1.08229,1.08274,0.27,0.27,0.27,4.10,4.05,292.26,409.69,2024.07.08 22:20:16,1.08229,STOP,-4.05,-1.000
2528,P2_EURUSD_1720487400,SELL,2024.07.09 01:00:00,2024.07.09 01:05:00,2024.07.09 01:10:00,2024.07.09 01:10:00,2024.07.09 01:15:00,1.08250,1.08253,1.08252,1.08256,1.08258,1.08252,2.02,0.35,0.35,4.06,0.70,378.90,405.64,2024.07.09 01:15:13,1.08258,STOP,-0.70,-1.000
2529,P2_EURUSD_1720492500,SELL,2024.07.09 02:25:00,2024.07.09 02:30:00,2024.07.09 02:35:00,2024.07.09 02:35:00,2024.07.09 02:40:00,1.08298,1.08302,1.08301,1.08302,1.08307,1.08292,0.80,0.35,0.35,4.05,1.75,379.06,404.94,2024.07.09 02:42:26,1.08307,STOP,-1.75,-1.000
2530,P1_EURUSD_1720497900,BUY,2024.07.09 03:55:00,2024.07.09 04:00:00,2024.07.09 04:05:00,2024.07.09 04:05:00,2024.07.09 04:10:00,1.08263,1.08258,1.08274,1.08275,1.08253,1.08319,0.18,0.18,0.18,4.03,3.96,194.90,403.19,2024.07.09 04:44:47,1.08251,STOP,-4.32,-1.091
2531,P1_EURUSD_1720500600,BUY,2024.07.09 04:40:00,2024.07.09 04:45:00,2024.07.09 04:50:00,2024.07.09 04:50:00,2024.07.09 04:55:00,1.08251,1.08228,1.08233,1.08237,1.08223,1.08265,0.28,0.28,0.28,3.99,3.92,303.06,398.87,2024.07.09 05:02:24,1.08221,STOP,-4.48,-1.143
2532,P1_EURUSD_1720501800,BUY,2024.07.09 05:00:00,2024.07.09 05:05:00,2024.07.09 05:10:00,2024.07.09 05:10:00,2024.07.09 05:15:00,1.08220,1.08191,1.08199,1.08200,1.08186,1.08228,0.28,0.28,0.28,3.94,3.92,302.96,394.39,2024.07.09 05:23:18,1.08230,TARGET,8.40,2.143
2533,P2_EURUSD_1720503600,SELL,2024.07.09 05:30:00,2024.07.09 05:35:00,2024.07.09 05:40:00,2024.07.09 05:40:00,2024.07.09 05:45:00,1.08262,1.08266,1.08265,1.08265,1.08271,1.08253,0.67,0.35,0.35,4.03,2.10,378.93,402.79,2024.07.09 05:46:49,1.08271,STOP,-2.10,-1.000
2534,P2_EURUSD_1720507800,SELL,2024.07.09 06:40:00,2024.07.09 06:45:00,2024.07.09 06:50:00,2024.07.09 06:50:00,2024.07.09 06:55:00,1.08288,1.08298,1.08280,1.08281,1.08303,1.08237,0.18,0.18,0.18,4.01,3.96,194.91,400.69,2024.07.09 07:19:56,1.08306,STOP,-4.50,-1.136
2535,P2_EURUSD_1720509600,SELL,2024.07.09 07:10:00,2024.07.09 07:15:00,2024.07.09 07:20:00,2024.07.09 07:20:00,2024.07.09 07:25:00,1.08301,1.08308,1.08293,1.08293,1.08313,1.08253,0.19,0.19,0.19,3.96,3.80,205.76,396.19,2024.07.09 07:47:27,1.08313,STOP,-3.80,-1.000
2536,P1_EURUSD_1720516800,BUY,2024.07.09 09:10:00,2024.07.09 09:15:00,2024.07.09 09:20:00,2024.07.09 09:20:00,2024.07.09 09:25:00,1.08261,1.08245,1.08285,1.08286,1.08240,1.08378,0.08,0.08,0.08,3.92,3.68,86.63,392.39,2024.07.09 09:59:32,1.08240,STOP,-3.68,-1.000
2537,P1_EURUSD_1720519200,BUY,2024.07.09 09:50:00,2024.07.09 09:55:00,2024.07.09 10:00:00,2024.07.09 10:00:00,2024.07.09 10:05:00,1.08252,1.08237,1.08269,1.08271,1.08232,1.08349,0.09,0.09,0.09,3.89,3.51,97.44,388.71,2024.07.09 10:36:02,1.08231,STOP,-3.60,-1.026
2538,P1_EURUSD_1720521600,BUY,2024.07.09 10:30:00,2024.07.09 10:35:00,2024.07.09 10:40:00,2024.07.09 10:40:00,2024.07.09 10:45:00,1.08245,1.08204,1.08207,1.08208,1.08199,1.08226,0.42,0.33,0.33,3.85,2.97,357.09,385.11,2024.07.09 10:45:09,1.08197,STOP,-3.63,-1.222
2539,P2_EURUSD_1720524300,SELL,2024.07.09 11:15:00,2024.07.09 11:20:00,2024.07.09 11:25:00,2024.07.09 11:25:00,2024.07.09 11:30:00,1.08200,1.08207,1.08182,1.08182,1.08212,1.08122,0.12,0.12,0.12,3.81,3.60,129.82,381.48,2024.07.09 11:38:37,1.08212,STOP,-3.60,-1.000
2540,P2_EURUSD_1720526100,SELL,2024.07.09 11:45:00,2024.07.09 11:50:00,2024.07.09 11:55:00,2024.07.09 11:55:00,2024.07.09 12:00:00,1.08225,1.08238,1.08225,1.08224,1.08243,1.08186,0.19,0.19,0.19,3.78,3.61,205.63,377.88,2024.07.09 12:38:58,1.08243,STOP,-3.61,-1.000
2541,P1_EURUSD_1720530900,BUY,2024.07.09 13:05:00,2024.07.09 13:10:00,2024.07.09 13:15:00,2024.07.09 13:15:00,2024.07.09 13:20:00,1.08206,1.08202,1.08228,1.08231,1.08197,1.08299,0.11,0.11,0.11,3.74,3.74,119.05,374.27,2024.07.09 14:09:27,1.08190,STOP,-4.51,-1.206
2542,P1_EURUSD_1720534200,BUY,2024.07.09 14:00:00,2024.07.09 14:05:00,2024.07.09 14:10:00,2024.07.09 14:10:00,2024.07.09 14:15:00,1.08215,1.08190,1.08201,1.08202,1.08185,1.08236,0.21,0.21,0.21,3.70,3.57,227.22,369.76,2024.07.09 14:16:10,1.08185,STOP,-3.57,-1.000
2543,P2_EURUSD_1720541400,SELL,2024.07.09 16:00:00,2024.07.09 16:05:00,2024.07.09 16:10:00,2024.07.09 16:10:00,2024.07.09 16:15:00,1.08172,1.08201,1.08193,1.08185,1.08206,1.08143,0.17,0.17,0.17,3.66,3.57,183.91,366.19,2024.07.09 16:19:53,1.08206,STOP,-3.57,-1.000
2544,P1_EURUSD_1720544700,BUY,2024.07.09 16:55:00,2024.07.09 17:00:00,2024.07.09 17:05:00,2024.07.09 17:05:00,2024.07.09 17:10:00,1.08218,1.08151,1.08180,1.08179,1.08146,1.08245,0.10,0.10,0.10,3.63,3.30,108.18,362.62,2024.07.09 17:10:08,1.08145,STOP,-3.40,-1.030
2545,P1_EURUSD_1720548900,BUY,2024.07.09 18:05:00,2024.07.09 18:10:00,2024.07.09 18:15:00,2024.07.09 18:15:00,2024.07.09 18:20:00,1.08114,1.08058,1.08100,1.08100,1.08053,1.08194,0.07,0.07,0.07,3.59,3.29,75.67,359.22,2024.07.10 06:23:33,1.08195,TARGET,6.60,2.006
2546,P2_EURUSD_1720593000,SELL,2024.07.10 06:20:00,2024.07.10 06:25:00,2024.07.10 06:30:00,2024.07.10 06:30:00,2024.07.10 06:35:00,1.08199,1.08206,1.08206,1.08206,1.08211,1.08196,0.73,0.32,0.32,3.66,1.60,346.26,365.82,2024.07.10 06:37:03,1.08211,STOP,-1.60,-1.000
2547,P1_EURUSD_1720599900,BUY,2024.07.10 08:15:00,2024.07.10 08:20:00,2024.07.10 08:25:00,2024.07.10 08:25:00,2024.07.10 08:30:00,1.08183,1.08172,1.08173,1.08173,1.08167,1.08185,0.60,0.31,0.31,3.64,1.86,335.34,364.22,2024.07.10 08:43:01,1.08186,TARGET,4.03,2.167
2548,P1_EURUSD_1720601700,BUY,2024.07.10 08:45:00,2024.07.10 08:50:00,2024.07.10 08:55:00,2024.07.10 08:55:00,2024.07.10 09:00:00,1.08164,1.08159,1.08176,1.08178,1.08154,1.08226,0.15,0.15,0.15,3.68,3.60,162.27,368.25,2024.07.10 09:01:11,1.08154,STOP,-3.60,-1.000
2549,P1_EURUSD_1720609200,BUY,2024.07.10 10:50:00,2024.07.10 10:55:00,2024.07.10 11:00:00,2024.07.10 11:00:00,2024.07.10 11:05:00,1.08180,1.08150,1.08166,1.08167,1.08145,1.08211,0.16,0.16,0.16,3.65,3.52,173.07,364.65,2024.07.10 11:23:28,1.08144,STOP,-3.68,-1.045
2550,P2_EURUSD_1720613400,SELL,2024.07.10 12:00:00,2024.07.10 12:05:00,2024.07.10 12:10:00,2024.07.10 12:10:00,2024.07.10 12:15:00,1.08172,1.08191,1.08175,1.08175,1.08196,1.08133,0.17,0.17,0.17,3.61,3.57,183.90,360.97,2024.07.10 12:17:07,1.08196,STOP,-3.57,-1.000
2551,P2_EURUSD_1720614300,SELL,2024.07.10 12:15:00,2024.07.10 12:20:00,2024.07.10 12:25:00,2024.07.10 12:25:00,2024.07.10 12:30:00,1.08232,1.08251,1.08221,1.08221,1.08256,1.08151,0.10,0.10,0.10,3.57,3.50,108.22,357.40,2024.07.10 13:05:37,1.08150,TARGET,7.10,2.029
2552,P1_EURUSD_1720617000,BUY,2024.07.10 13:00:00,2024.07.10 13:05:00,2024.07.10 13:10:00,2024.07.10 13:10:00,2024.07.10 13:15:00,1.08165,1.08133,1.08168,1.08170,1.08128,1.08254,0.08,0.08,0.08,3.65,3.36,86.54,364.50,2024.07.10 14:36:48,1.08255,TARGET,6.80,2.024
2553,P2_EURUSD_1720627200,SELL,2024.07.10 15:50:00,2024.07.10 15:55:00,2024.07.10 16:00:00,2024.07.10 16:00:00,2024.07.10 16:05:00,1.08266,1.08281,1.08270,1.08270,1.08286,1.08238,0.23,0.23,0.23,3.71,3.68,249.02,371.30,2024.07.10 16:07:07,1.08236,TARGET,7.82,2.125
2554,P1_EURUSD_1720628100,BUY,2024.07.10 16:05:00,2024.07.10 16:10:00,2024.07.10 16:15:00,2024.07.10 16:15:00,2024.07.10 16:20:00,1.08235,1.08216,1.08226,1.08228,1.08211,1.08262,0.22,0.22,0.22,3.79,3.74,238.10,379.12,2024.07.10 16:23:03,1.08211,STOP,-3.74,-1.000
2555,P1_EURUSD_1720634100,BUY,2024.07.10 17:45:00,2024.07.10 17:50:00,2024.07.10 17:55:00,2024.07.10 17:55:00,2024.07.10 18:00:00,1.08215,1.08198,1.08232,1.08236,1.08193,1.08322,0.08,0.08,0.08,3.75,3.44,86.59,375.38,2024.07.10 21:10:18,1.08191,STOP,-3.60,-1.047
2556,P1_EURUSD_1720646400,BUY,2024.07.10 21:10:00,2024.07.10 21:15:00,2024.07.10 21:20:00,2024.07.10 21:20:00,2024.07.10 21:25:00,1.08188,1.08175,1.08179,1.08180,1.08170,1.08200,0.37,0.32,0.32,3.72,3.20,346.18,371.78,2024.07.10 21:32:45,1.08201,TARGET,6.72,2.100
2557,P2_EURUSD_1720648500,SELL,2024.07.10 21:45:00,2024.07.10 21:50:00,2024.07.10 21:55:00,2024.07.10 21:55:00,2024.07.10 22:00:00,1.08242,1.08252,1.08250,1.08249,1.08257,1.08233,0.47,0.33,0.33,3.79,2.64,357.22,378.50,2024.07.10 22:18:46,1.08257,STOP,-2.64,-1.000
2558,P2_EURUSD_1720652100,SELL,2024.07.10 22:45:00,2024.07.10 22:50:00,2024.07.10 22:55:00,2024.07.10 22:55:00,2024.07.10 23:00:00,1.08285,1.08291,1.08288,1.08288,1.08296,1.08272,0.46,0.32,0.32,3.76,2.56,346.52,375.86,2024.07.10 23:23:36,1.08297,STOP,-2.88,-1.125
